50 50
c11 131409
c12 131123
c13 112362
c14 130339
c15 118450
c16 137071
c17 129801
c18 104536
c19 109292
c110 115848
c111 117084
c112 137502
c113 122637
c114 107341
c115 129779
c116 114424
c117 120205
c118 95987
c119 114359
c120 116862
c121 128767
c122 106145
c123 111822
c124 110198
c125 98205
c126 89927
c127 130249
c128 123051
c129 119202
c130 133340
c131 117419
c132 127294
c133 126780
c134 118553
c135 110099
c136 122586
c137 110522
c138 123420
c139 130644
c140 132513
c141 129537
c142 114788
c143 126582
c144 113510
c145 135355
c146 108250
c147 126343
c148 114400
c149 123294
c150 114745
c21 148110
c22 183578
c23 136060
c24 148541
c25 138381
c26 154955
c27 133288
c28 119730
c29 153020
c210 139831
c211 138664
c212 151116
c213 145748
c214 126768
c215 155533
c216 148491
c217 134262
c218 122363
c219 138216
c220 117593
c221 157329
c222 125568
c223 133923
c224 130178
c225 132900
c226 108888
c227 156337
c228 148809
c229 151943
c230 163378
c231 124351
c232 152517
c233 146497
c234 138039
c235 132459
c236 140065
c237 128254
c238 140745
c239 135286
c240 157090
c241 134997
c242 138206
c243 145918
c244 147056
c245 159972
c246 138262
c247 156802
c248 134008
c249 161004
c250 124644
c31 128037
c32 143389
c33 116804
c34 127365
c35 114447
c36 120405
c37 101748
c38 88632
c39 120013
c310 108327
c311 117838
c312 125031
c313 119936
c314 109602
c315 132170
c316 118410
c317 111014
c318 116353
c319 121252
c320 110726
c321 117569
c322 101324
c323 116702
c324 119018
c325 111439
c326 87405
c327 124520
c328 121810
c329 119162
c330 130393
c331 115195
c332 114110
c333 131752
c334 115294
c335 99300
c336 130125
c337 105624
c338 117303
c339 106697
c340 132535
c341 123692
c342 110366
c343 130764
c344 116461
c345 138484
c346 115066
c347 134828
c348 109566
c349 120644
c350 93121
c41 142297
c42 157952
c43 113417
c44 132095
c45 127889
c46 136071
c47 128946
c48 116469
c49 135416
c410 124531
c411 133593
c412 143734
c413 148996
c414 116393
c415 148830
c416 130727
c417 128114
c418 121487
c419 122115
c420 124531
c421 135034
c422 121582
c423 128062
c424 123257
c425 129722
c426 111117
c427 138022
c428 143065
c429 142346
c430 144879
c431 121505
c432 138625
c433 133360
c434 138722
c435 124603
c436 134202
c437 117334
c438 136434
c439 127779
c440 145609
c441 135804
c442 127200
c443 132934
c444 127788
c445 141287
c446 134824
c447 135673
c448 117069
c449 136801
c450 121525
c51 126246
c52 141606
c53 103013
c54 119988
c55 129275
c56 134968
c57 109110
c58 104163
c59 123265
c510 125492
c511 106777
c512 124660
c513 129710
c514 103806
c515 133263
c516 109316
c517 113361
c518 112076
c519 114280
c520 113722
c521 123468
c522 105323
c523 115686
c524 115670
c525 110197
c526 94518
c527 132974
c528 124149
c529 120525
c530 128655
c531 101534
c532 125423
c533 111040
c534 126880
c535 115571
c536 127602
c537 112936
c538 124547
c539 113716
c540 131234
c541 118620
c542 117508
c543 125816
c544 123033
c545 129356
c546 128176
c547 126270
c548 118968
c549 127713
c550 105134
c61 120603
c62 155329
c63 112849
c64 138808
c65 128390
c66 135648
c67 128772
c68 112651
c69 126731
c610 125379
c611 119145
c612 124331
c613 126981
c614 106603
c615 132842
c616 123695
c617 107775
c618 114621
c619 112152
c620 109114
c621 127599
c622 109509
c623 116165
c624 107867
c625 124707
c626 94285
c627 129494
c628 125067
c629 120242
c630 136101
c631 104196
c632 128929
c633 129699
c634 121848
c635 116416
c636 121875
c637 115066
c638 112620
c639 125883
c640 141352
c641 119034
c642 124587
c643 134338
c644 119605
c645 141720
c646 125269
c647 125756
c648 122695
c649 122410
c650 119789
c71 101159
c72 116812
c73 100992
c74 107260
c75 114407
c76 107296
c77 100344
c78 88349
c79 94273
c710 103284
c711 95674
c712 100383
c713 103162
c714 84802
c715 119778
c716 101442
c717 93022
c718 93953
c719 98888
c720 94919
c721 104389
c722 90037
c723 97629
c724 94561
c725 95529
c726 75221
c727 111031
c728 106833
c729 101753
c730 112035
c731 84847
c732 110245
c733 106577
c734 114475
c735 90995
c736 110682
c737 98972
c738 105045
c739 90454
c740 116061
c741 106109
c742 97454
c743 103664
c744 88045
c745 116829
c746 112285
c747 111049
c748 99845
c749 98142
c750 88279
c81 135904
c82 147136
c83 114887
c84 138333
c85 127148
c86 146392
c87 123142
c88 118416
c89 132816
c810 130673
c811 117091
c812 134008
c813 135364
c814 104808
c815 139432
c816 114127
c817 119003
c818 117562
c819 120476
c820 124024
c821 133023
c822 113806
c823 125143
c824 122658
c825 112260
c826 92303
c827 133699
c828 141065
c829 131886
c830 131620
c831 115770
c832 127666
c833 138818
c834 120807
c835 117966
c836 137711
c837 119665
c838 128815
c839 128831
c840 142236
c841 129111
c842 126229
c843 133378
c844 125292
c845 138081
c846 124768
c847 147325
c848 120713
c849 133118
c850 107874
c91 123146
c92 142062
c93 110896
c94 129096
c95 122078
c96 128298
c97 115969
c98 100391
c99 112374
c910 107752
c911 119785
c912 114938
c913 121036
c914 106881
c915 132222
c916 121069
c917 119735
c918 106737
c919 119334
c920 107296
c921 124780
c922 98550
c923 112346
c924 113194
c925 112872
c926 90465
c927 134211
c928 127034
c929 119859
c930 122733
c931 104974
c932 116159
c933 127000
c934 116337
c935 105698
c936 117645
c937 98598
c938 115259
c939 120755
c940 127900
c941 119630
c942 116136
c943 116525
c944 109312
c945 133281
c946 116912
c947 126062
c948 116817
c949 116985
c950 98479
c101 121657
c102 123961
c103 114923
c104 115620
c105 113120
c106 122503
c107 111212
c108 105564
c109 118737
c1010 112574
c1011 110898
c1012 112905
c1013 122104
c1014 95842
c1015 128020
c1016 105013
c1017 99320
c1018 116982
c1019 109736
c1020 110165
c1021 120326
c1022 112481
c1023 100589
c1024 95320
c1025 104637
c1026 83677
c1027 116629
c1028 119065
c1029 118747
c1030 122351
c1031 102170
c1032 111016
c1033 105872
c1034 114660
c1035 104605
c1036 120478
c1037 107442
c1038 100760
c1039 109752
c1040 124692
c1041 107134
c1042 114380
c1043 108738
c1044 114782
c1045 129194
c1046 125775
c1047 119128
c1048 105707
c1049 127490
c1050 99749
c111 120201
c112 140945
c113 116859
c114 120614
c115 131995
c116 132401
c117 114138
c118 104677
c119 120057
c1110 127321
c1111 104917
c1112 124669
c1113 132911
c1114 99438
c1115 130503
c1116 112080
c1117 113670
c1118 98470
c1119 111990
c1120 94583
c1121 120280
c1122 106449
c1123 111593
c1124 100353
c1125 121859
c1126 97830
c1127 135437
c1128 111958
c1129 113154
c1130 127880
c1131 96975
c1132 136112
c1133 106047
c1134 125134
c1135 122571
c1136 120657
c1137 101077
c1138 123825
c1139 120581
c1140 125547
c1141 119056
c1142 112143
c1143 118567
c1144 127071
c1145 134195
c1146 124599
c1147 124108
c1148 114149
c1149 120826
c1150 105708
c121 129510
c122 137718
c123 113585
c124 129555
c125 113479
c126 133055
c127 132520
c128 107926
c129 116619
c1210 119283
c1211 122475
c1212 135171
c1213 121988
c1214 105181
c1215 128122
c1216 113937
c1217 117831
c1218 107945
c1219 115190
c1220 109695
c1221 115369
c1222 108166
c1223 115745
c1224 104050
c1225 114486
c1226 94327
c1227 128294
c1228 121735
c1229 121188
c1230 135111
c1231 108521
c1232 122961
c1233 124601
c1234 118236
c1235 118609
c1236 129549
c1237 108267
c1238 124716
c1239 123916
c1240 133506
c1241 126529
c1242 113628
c1243 131136
c1244 115428
c1245 138892
c1246 125313
c1247 133584
c1248 107993
c1249 129357
c1250 113567
c131 129568
c132 129411
c133 111970
c134 127613
c135 120074
c136 128957
c137 120101
c138 100433
c139 118592
c1310 118501
c1311 107270
c1312 126556
c1313 114665
c1314 95923
c1315 118624
c1316 113869
c1317 108599
c1318 103440
c1319 113627
c1320 108399
c1321 115259
c1322 104259
c1323 117219
c1324 111720
c1325 101872
c1326 88273
c1327 122395
c1328 112739
c1329 107957
c1330 124874
c1331 106120
c1332 123195
c1333 119132
c1334 115128
c1335 112710
c1336 132509
c1337 111037
c1338 122320
c1339 117031
c1340 135967
c1341 135472
c1342 110386
c1343 127658
c1344 107484
c1345 132948
c1346 119655
c1347 135370
c1348 116637
c1349 116278
c1350 105382
c141 120663
c142 136235
c143 108592
c144 114641
c145 122443
c146 127692
c147 116959
c148 94236
c149 111327
